Show,This Week GrossPotential Gross,Diff $,Avg TicketTop Ticket,Seats SoldSeats in Theatre,PerfsPreviews,% Cap,Diff % cap,Week Ending,TonyNominatedMusical,Theater
The Lion King,1885831.0,"-$112,463.00",$144.94$199.00,"13,0111,696",80,95.89,-3.98,2023-01-15,True,Minskoff Theatre
Mike Birbiglia: The Old Man & the Pool,762802.5,"$109,128.50",$90.70$397.00,"8,4101,079",80,97.43,7.72,2023-01-15,False,Vivian Beaumont Theater
MJ The Musical,1719214.0,"-$21,890.00",$161.73$250.00,"10,6301,387",80,95.8,-4.63,2023-01-15,False,Neil Simon Theatre
Moulin Rouge! The Musical,1335062.5,"-$8,611.00",$129.42$0.00,"10,3161,300",80,99.19,-0.42,2023-01-15,True,Al Hirschfeld Theatre
The Music Man,3589148.68,"$442,984.52",$288.73$878.00,"12,4311,525",80,101.89,1.93,2023-01-15,False,Winter Garden Theatre
Ohio State Murders,641976.5,"$280,735.00",$80.21$223.00,"8,0041,070",80,93.5,33.61,2023-01-15,False,James Earl Jones Theatre
The Phantom of the Opera,2180336.67,"-$4,948.98",$167.92$397.00,"12,9841,605",80,101.12,-0.58,2023-01-15,True,Majestic Theatre
The Piano Lesson,878566.95,"-$108,864.50",$131.62$348.00,"6,6751,043",80,80.0,-13.71,2023-01-15,False,Ethel Barrymore Theatre
Pictures From Home,283572.0,$0.00,$94.24$297.00,"3,009807",4,93.22,0.0,2023-01-15,False,Studio 54
SIX: The Musical,1157556.0,"-$63,879.00",$146.10$249.00,"7,9231,031",80,96.06,-2.22,2023-01-15,False,Lena Horne Theatre
Some Like It Hot,921894.22,"$61,054.87",$106.54$257.00,"8,6531,448",80,74.7,-2.35,2023-01-15,True,Sam S. Shubert Theatre
A Strange Loop,955590.8,"$461,484.60",$131.88$308.00,"7,246912",80,99.31,3.02,2023-01-15,False,Lyceum Theatre
Take Me Out,529303.0,"$115,684.50",$87.53$297.00,"6,0471,061",80,71.24,9.58,2023-01-15,False,Gerald Schoenfeld Theatre
Topdog/,572922.2,"$171,867.20",$95.98$297.00,"5,969802",80,93.03,19.67,2023-01-15,False,UnderdogJohn Golden Theatre
Wicked,1667292.0,"-$315,472.00",$121.21$275.00,"13,7551,807",80,95.15,-4.14,2023-01-15,True,Gershwin Theatre
Aladdin,1159196.3,"-$86,397.70",$87.08$199.50,"13,3121,727",80,96.35,-1.19,2023-01-22,True,New Amsterdam Theatre
"A Beautiful Noise, The Neil Diamond Musical",1140975.25,"-$43,637.27",$141.84$347.50,"8,0441,152",80,87.28,4.61,2023-01-22,False,Broadhurst Theatre
Between Riverside and Crazy,343582.97,"$35,937.22",$77.59$197.00,"4,428579",80,95.6,4.62,2023-01-22,False,Helen Hayes Theater
The Book of Mormon,960796.05,"-$98,887.98",$114.26$0.00,"8,4091,066",80,98.6,0.5,2023-01-22,False,Eugene O'Neill Theatre
Chicago,836318.25,"$208,945.45",$97.84$207.00,"8,5481,080",80,98.94,8.42,2023-01-22,True,Ambassador Theatre
The Collaboration,371001.0,"$19,161.00",$81.24$279.00,"4,567637",80,89.62,6.46,2023-01-22,False,Samuel J. Friedman Theatre
Funny Girl,1933870.5,"-$84,006.75",$203.07$0.00,"9,5231,219",80,97.65,-0.57,2023-01-22,True,August Wilson Theatre
Hadestown,755972.5,"-$84,968.50",$103.37$0.00,"7,313918",80,99.58,-0.88,2023-01-22,False,Walter Kerr Theatre
Hamilton,1946800.0,"-$131,821.00",$184.16$449.00,"10,5711,324",80,99.8,-0.84,2023-01-22,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1247905.3,"-$246,496.70",$107.75$299.00,"11,5821,622",80,89.26,-4.21,2023-01-22,False,Lyric Theatre
Kimberly Akimbo,537652.8,"-$77,825.25",$92.59$273.00,"5,807773",80,93.9,-2.15,2023-01-22,True,Booth Theatre
Leopoldstadt,808145.1,"-$61,999.58",$126.41$347.00,"6,3931,075",80,74.34,-2.13,2023-01-22,False,Longacre Theatre
The Lion King,1795439.0,"-$90,392.00",$139.00$199.00,"12,9171,696",80,95.2,-0.69,2023-01-22,True,Minskoff Theatre
MJ The Musical,1654434.5,"-$64,779.50",$149.03$250.00,"11,1011,387",80,100.05,4.25,2023-01-22,False,Neil Simon Theatre
Moulin Rouge! The Musical,1437415.5,"$102,353.00",$141.08$0.00,"10,1891,300",80,97.97,-1.22,2023-01-22,True,Al Hirschfeld Theatre
The Phantom of the Opera,2227184.76,"$46,848.09",$172.41$497.00,"12,9181,605",80,100.61,-0.51,2023-01-22,True,Majestic Theatre
The Piano Lesson,1137876.78,"$259,309.83",$136.65$297.00,"8,3271,043",80,99.8,19.8,2023-01-22,False,Ethel Barrymore Theatre
Pictures From Home,413288.0,"$129,716.00",$79.69$297.00,"5,186807",7,91.8,-1.42,2023-01-22,False,Studio 54
SIX: The Musical,1061268.0,"-$96,288.00",$131.83$249.00,"8,0501,031",80,97.6,1.54,2023-01-22,False,Lena Horne Theatre
Some Like It Hot,824754.62,"-$97,139.60",$94.61$257.00,"8,7171,448",80,75.25,0.55,2023-01-22,True,Sam S. Shubert Theatre
Take Me Out,544669.3,"$15,366.30",$84.22$297.00,"6,4671,061",80,76.19,4.95,2023-01-22,False,Gerald Schoenfeld Theatre
Wicked,1657436.5,"-$9,855.50",$114.37$275.00,"14,4921,867",80,97.05,1.9,2023-01-22,True,Gershwin Theatre
Aladdin,1165176.6,"$5,980.30",$88.52$199.50,"13,1631,727",80,95.27,-1.08,2023-01-29,True,New Amsterdam Theatre
"A Beautiful Noise, The Neil Diamond Musical",1119383.1,"-$21,592.15",$134.87$347.50,"8,3001,152",80,90.06,2.78,2023-01-29,False,Broadhurst Theatre
Between Riverside and Crazy,367005.33,"$23,422.36",$85.15$197.00,"4,310579",80,93.05,-2.55,2023-01-29,False,Helen Hayes Theater
The Book of Mormon,942703.64,"-$18,092.41",$112.76$0.00,"8,3601,066",80,98.03,-0.57,2023-01-29,False,Eugene O'Neill Theatre
Chicago,784709.7,"-$51,608.55",$92.51$207.00,"8,4821,080",80,98.17,-0.77,2023-01-29,True,Ambassador Theatre
The Collaboration,321100.0,"-$49,901.00",$78.37$279.00,"4,097637",80,80.4,-9.22,2023-01-29,False,Samuel J. Friedman Theatre
Funny Girl,1872861.75,"-$61,008.75",$203.48$0.00,"9,2041,219",80,94.38,-3.27,2023-01-29,True,August Wilson Theatre
Hadestown,753708.25,"-$2,264.25",$104.31$0.00,"7,226918",80,98.39,-1.19,2023-01-29,False,Walter Kerr Theatre
Hamilton,1871920.5,"-$74,879.50",$176.75$449.00,"10,5911,324",80,99.99,0.19,2023-01-29,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1254161.7,"$6,256.40",$104.92$299.00,"11,9531,622",80,92.12,2.86,2023-01-29,False,Lyric Theatre
Kimberly Akimbo,550591.65,"$12,938.85",$91.93$273.00,"5,989773",80,96.85,2.95,2023-01-29,True,Booth Theatre
Leopoldstadt,779156.9,"-$28,988.20",$112.84$347.00,"6,9051,075",80,80.29,5.95,2023-01-29,False,Longacre Theatre
The Lion King,1685679.0,"-$109,760.00",$132.66$199.00,"12,7071,696",80,93.65,-1.55,2023-01-29,True,Minskoff Theatre
MJ The Musical,1584219.0,"-$70,215.50",$142.98$250.00,"11,0801,387",80,99.86,-0.19,2023-01-29,False,Neil Simon Theatre
Moulin Rouge! The Musical,1376297.9,"-$61,117.60",$133.95$0.00,"10,2751,300",80,98.8,0.83,2023-01-29,True,Al Hirschfeld Theatre
The Phantom of the Opera,2483532.0,"$256,347.24",$193.60$497.00,"12,8281,605",80,99.91,-0.7,2023-01-29,True,Majestic Theatre
The Piano Lesson,1259305.76,"$121,428.98",$151.18$348.00,"8,3301,043",80,99.83,0.03,2023-01-29,False,Ethel Barrymore Theatre
Pictures From Home,457275.5,"$43,987.50",$72.68$297.00,"6,292807",8,97.46,5.66,2023-01-29,False,Studio 54
SIX: The Musical,1007612.5,"-$53,655.50",$125.84$249.00,"8,0071,031",80,97.08,-0.52,2023-01-29,False,Lena Horne Theatre
Some Like It Hot,846334.54,"$21,579.92",$94.45$257.00,"8,9611,448",80,77.36,2.11,2023-01-29,True,Sam S. Shubert Theatre
Take Me Out,631246.86,"$86,577.56",$86.92$297.00,"7,2621,061",80,85.56,9.37,2023-01-29,False,Gerald Schoenfeld Theatre
Wicked,1549246.5,"-$108,190.00",$109.09$275.00,"14,2011,807",80,98.24,1.19,2023-01-29,True,Gershwin Theatre
Aladdin,1105899.1,"-$59,277.50",$84.85$199.50,"13,0331,727",80,94.33,-0.94,2023-02-05,True,New Amsterdam Theatre
"A Beautiful Noise, The Neil Diamond Musical",1019210.15,"-$100,172.95",$125.04$347.50,"8,1511,152",80,88.44,-1.62,2023-02-05,False,Broadhurst Theatre
Between Riverside and Crazy,382452.49,"$15,447.16",$86.25$197.00,"4,434579",80,95.73,2.68,2023-02-05,False,Helen Hayes Theater
The Book of Mormon,904339.05,"-$38,364.59",$110.74$0.00,"8,1661,066",80,95.76,-2.27,2023-02-05,False,Eugene O'Neill Theatre
Chicago,752301.91,"-$32,407.79",$89.47$237.00,"8,4081,080",80,97.31,-0.86,2023-02-05,True,Ambassador Theatre
The Collaboration,286472.0,"-$34,628.00",$73.34$279.00,"3,906637",80,76.65,-3.75,2023-02-05,False,Samuel J. Friedman Theatre
Funny Girl,1801067.9,"-$71,793.85",$204.69$0.00,"8,7991,219",80,90.23,-4.15,2023-02-05,True,August Wilson Theatre
Hadestown,695180.25,"-$58,528.00",$98.66$0.00,"7,046918",80,95.94,-2.45,2023-02-05,False,Walter Kerr Theatre
Hamilton,1695202.0,"-$176,718.50",$161.59$449.00,"10,4911,324",80,99.05,-0.94,2023-02-05,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1168104.6,"-$86,057.10",$100.22$299.00,"11,6551,622",80,89.82,-2.3,2023-02-05,False,Lyric Theatre
Kimberly Akimbo,526576.1,"-$24,015.55",$89.80$273.00,"5,864773",80,94.83,-2.02,2023-02-05,True,Booth Theatre
Leopoldstadt,721930.42,"-$57,226.48",$112.15$347.00,"6,4371,075",80,74.85,-5.44,2023-02-05,False,Longacre Theatre
The Lion King,1589403.0,"-$96,276.00",$126.50$199.00,"12,5641,696",80,92.6,-1.05,2023-02-05,True,Minskoff Theatre
MJ The Musical,1535514.0,"-$48,705.00",$139.24$250.00,"11,0281,387",80,99.39,-0.47,2023-02-05,False,Neil Simon Theatre
Moulin Rouge! The Musical,1296705.85,"-$79,592.05",$129.62$0.00,"10,0041,300",80,96.19,-2.61,2023-02-05,True,Al Hirschfeld Theatre
The Phantom of the Opera,2616850.0,"$133,318.00",$204.57$497.00,"12,7921,605",80,99.63,-0.28,2023-02-05,True,Majestic Theatre
Pictures From Home,432277.5,"-$24,998.00",$72.86$297.00,"5,933807",8,91.9,-5.56,2023-02-05,False,Studio 54
SIX: The Musical,1003137.0,"-$4,475.50",$123.25$249.00,"8,1391,031",80,98.68,1.6,2023-02-05,False,Lena Horne Theatre
Some Like It Hot,741938.65,"-$104,395.89",$88.10$257.00,"8,4221,448",80,72.7,-4.66,2023-02-05,True,Sam S. Shubert Theatre
Take Me Out,731708.06,"$100,461.20",$92.18$317.00,"7,9381,061",80,93.52,7.96,2023-02-05,False,Gerald Schoenfeld Theatre
Wicked,1492754.5,"-$56,492.00",$104.73$275.00,"14,2541,807",80,98.6,0.36,2023-02-05,True,Gershwin Theatre
Aladdin,1156968.0,"$51,068.90",$87.39$199.50,"13,2391,727",80,95.82,1.49,2023-02-12,True,New Amsterdam Theatre
"A Beautiful Noise, The Neil Diamond Musical",1011644.95,"-$7,565.20",$122.83$347.50,"8,2361,152",80,89.37,0.93,2023-02-12,False,Broadhurst Theatre
Between Riverside and Crazy,390392.13,"$7,939.64",$89.52$197.00,"4,361579",80,94.15,-1.58,2023-02-12,False,Helen Hayes Theater
The Book of Mormon,966954.28,"$62,615.23",$115.96$0.00,"8,3391,066",80,97.78,2.02,2023-02-12,False,Eugene O'Neill Theatre
Chicago,797240.18,"$44,938.27",$91.81$237.00,"8,6841,080",80,100.51,3.2,2023-02-12,True,Ambassador Theatre
The Collaboration,253568.0,"-$32,904.00",$69.99$279.00,"3,623637",70,81.25,4.6,2023-02-12,False,Samuel J. Friedman Theatre
Funny Girl,1800111.8,-$956.10,$191.75$0.00,"9,3881,219",80,96.27,6.04,2023-02-12,True,August Wilson Theatre
Hadestown,745689.0,"$50,508.75",$101.81$0.00,"7,324918",80,99.73,3.79,2023-02-12,False,Walter Kerr Theatre
Hamilton,1722790.0,"$27,588.00",$163.17$449.00,"10,5581,324",80,99.68,0.63,2023-02-12,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1282510.85,"$114,406.25",$104.31$299.00,"12,2951,622",80,94.75,4.93,2023-02-12,False,Lyric Theatre
Kimberly Akimbo,523608.2,"-$2,967.90",$88.18$273.00,"5,938773",80,96.02,1.19,2023-02-12,True,Booth Theatre
Leopoldstadt,694425.35,"-$27,505.07",$103.31$347.00,"6,7221,075",80,78.16,3.31,2023-02-12,False,Longacre Theatre
The Lion King,1626271.0,"$36,868.00",$127.19$199.00,"12,7861,696",80,94.24,1.64,2023-02-12,True,Minskoff Theatre
MJ The Musical,1566283.5,"$30,769.50",$140.85$250.00,"11,1201,387",80,100.22,0.83,2023-02-12,False,Neil Simon Theatre
Moulin Rouge! The Musical,1352805.65,"$56,099.80",$131.46$0.00,"10,2911,300",80,98.95,2.76,2023-02-12,True,Al Hirschfeld Theatre
The Phantom of the Opera,2425002.0,"-$191,848.00",$189.14$497.00,"12,8211,605",80,99.85,0.22,2023-02-12,True,Majestic Theatre
Pictures From Home,424623.0,"-$7,654.50",$68.31$297.00,"6,216807",53,96.28,4.38,2023-02-12,False,Studio 54
SIX: The Musical,993937.0,"-$9,200.00",$122.57$249.00,"8,1091,031",80,98.31,-0.37,2023-02-12,False,Lena Horne Theatre
Some Like It Hot,828379.7,"$86,441.05",$88.51$257.00,"9,3591,448",80,80.79,8.09,2023-02-12,True,Sam S. Shubert Theatre
Wicked,1466259.5,"-$26,495.00",$99.02$275.00,"14,8081,867",80,99.17,0.57,2023-02-12,True,Gershwin Theatre
Aladdin,1361639.3,"$204,671.30",$100.08$215.50,"13,6061,727",80,98.48,2.66,2023-02-19,True,New Amsterdam Theatre
Bad Cinderella,318477.55,$0.00,$113.90$297.00,"2,7961,398",2,100.0,0.0,2023-02-19,False,Imperial Theatre
"A Beautiful Noise, The Neil Diamond Musical",1027632.8,"$15,987.85",$136.36$347.50,"7,5361,152",80,81.77,-7.6,2023-02-19,False,Broadhurst Theatre
Between Riverside and Crazy,421349.9,"$30,957.77",$94.66$197.00,"4,451579",80,96.09,1.94,2023-02-19,False,Helen Hayes Theater
The Book of Mormon,1079969.84,"$113,015.56",$130.73$0.00,"8,2611,066",80,96.87,-0.91,2023-02-19,False,Eugene O'Neill Theatre
Chicago,896828.15,"$99,587.97",$104.77$247.00,"8,5601,080",80,99.07,-1.44,2023-02-19,True,Ambassador Theatre
A Doll's House,803302.6,$0.00,$125.59$299.00,"6,396946",7,96.59,0.0,2023-02-19,False,Hudson Theatre
Funny Girl,1883331.5,"$83,219.70",$204.55$0.00,"9,2071,219",80,94.41,-1.86,2023-02-19,True,August Wilson Theatre
Hadestown,866727.25,"$121,038.25",$119.38$0.00,"7,260918",80,98.86,-0.87,2023-02-19,False,Walter Kerr Theatre
Hamilton,2000798.0,"$278,008.00",$188.70$449.00,"10,6031,324",80,100.1,0.42,2023-02-19,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1526928.4,"$244,417.55",$126.68$299.00,"12,0531,622",80,92.89,-1.86,2023-02-19,False,Lyric Theatre
Kimberly Akimbo,572800.61,"$49,192.41",$98.12$263.00,"5,838773",80,94.4,-1.62,2023-02-19,True,Booth Theatre
Leopoldstadt,669875.38,"-$24,549.97",$109.92$347.00,"6,0941,075",80,70.86,-7.3,2023-02-19,False,Longacre Theatre
The Lion King,1929702.0,"$303,431.00",$144.24$199.00,"13,3781,696",80,98.6,4.36,2023-02-19,True,Minskoff Theatre
MJ The Musical,1823741.5,"$257,458.00",$167.10$250.00,"10,9141,387",80,98.36,-1.86,2023-02-19,False,Neil Simon Theatre
Moulin Rouge! The Musical,1590808.05,"$238,002.40",$152.52$0.00,"10,4301,300",80,100.29,1.34,2023-02-19,True,Al Hirschfeld Theatre
The Phantom of the Opera,2562356.84,"$137,354.84",$197.82$497.00,"12,9531,605",80,100.88,1.03,2023-02-19,True,Majestic Theatre
Pictures From Home,438357.0,"$13,734.00",$82.76$297.00,"5,297807",80,82.05,-14.23,2023-02-19,False,Studio 54
SIX: The Musical,1123539.0,"$129,602.00",$140.21$249.00,"8,0131,031",80,97.15,-1.16,2023-02-19,False,Lena Horne Theatre
Some Like It Hot,911446.35,"$83,066.65",$101.95$257.00,"8,9401,448",80,77.18,-3.61,2023-02-19,True,Sam S. Shubert Theatre
Wicked,1791292.0,"$325,032.50",$128.68$275.00,"13,9211,807",80,96.3,-2.87,2023-02-19,True,Gershwin Theatre
Aladdin,1405452.2,"$43,812.90",$102.09$199.50,"13,7671,727",80,99.65,1.17,2023-02-26,True,New Amsterdam Theatre
Bad Cinderella,684821.65,"$366,344.10",$75.20$297.00,"9,1071,398",7,93.06,-6.94,2023-02-26,False,Imperial Theatre
"A Beautiful Noise, The Neil Diamond Musical",883733.38,"-$143,899.42",$133.03$347.50,"6,6431,152",80,72.08,-9.69,2023-02-26,False,Broadhurst Theatre
The Book of Mormon,973143.2,"-$106,826.64",$115.64$0.00,"8,4151,066",80,98.67,1.8,2023-02-26,False,Eugene O'Neill Theatre
Chicago,904577.45,"$7,749.30",$105.22$247.00,"8,5971,080",80,99.5,0.43,2023-02-26,True,Ambassador Theatre
A Doll's House,811261.0,"$7,958.40",$112.32$299.00,"7,223946",8,95.44,-1.15,2023-02-26,False,Hudson Theatre
Funny Girl,933727.75,"-$949,603.75",$113.34$0.00,"8,2381,219",80,84.47,-9.94,2023-02-26,True,August Wilson Theatre
Hadestown,800982.75,"-$65,744.50",$108.86$0.00,"7,358918",80,100.19,1.33,2023-02-26,False,Walter Kerr Theatre
Hamilton,1944489.0,"-$56,309.00",$181.46$449.00,"10,7161,324",80,101.17,1.07,2023-02-26,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1475310.0,"-$51,618.40",$118.97$299.00,"12,4011,622",80,95.57,2.68,2023-02-26,False,Lyric Theatre
Kimberly Akimbo,543746.4,"-$29,054.21",$92.60$263.00,"5,872773",80,94.95,0.55,2023-02-26,True,Booth Theatre
Leopoldstadt,629689.0,"-$40,186.38",$106.60$347.00,"5,9071,075",80,68.69,-2.17,2023-02-26,False,Longacre Theatre
The Lion King,1931308.0,"$1,606.00",$142.55$199.00,"13,5481,696",80,99.85,1.25,2023-02-26,True,Minskoff Theatre
MJ The Musical,1715350.0,"-$108,391.50",$154.72$250.00,"11,0871,387",80,99.92,1.56,2023-02-26,False,Neil Simon Theatre
Moulin Rouge! The Musical,1445681.95,"-$145,126.10",$138.74$0.00,"10,4201,300",80,100.19,-0.1,2023-02-26,True,Al Hirschfeld Theatre
Parade,587006.0,$0.00,$143.24$327.00,"4,0981,020",4,100.44,0.0,2023-02-26,True,Bernard B. Jacobs Theatre
The Phantom of the Opera,2588741.58,"$26,384.74",$198.34$497.00,"13,0521,605",80,101.65,0.77,2023-02-26,True,Majestic Theatre
Pictures From Home,369117.5,"-$69,239.50",$89.05$297.00,"4,145807",80,64.2,-17.85,2023-02-26,False,Studio 54
SIX: The Musical,1103101.0,"-$20,438.00",$136.40$249.00,"8,0871,031",80,98.05,0.9,2023-02-26,False,Lena Horne Theatre
Some Like It Hot,829378.5,"-$82,067.85",$93.37$257.00,"8,8831,448",80,76.68,-0.5,2023-02-26,True,Sam S. Shubert Theatre
Sweeney Todd,260691.0,$0.00,$174.03$399.00,"1,4981,498",1,100.0,0.0,2023-02-26,False,Lunt-Fontanne Theatre
Wicked,1781581.0,"-$9,711.00",$121.75$275.00,"14,6331,867",80,98.0,1.7,2023-02-26,True,Gershwin Theatre
Aladdin,989175.5,"-$416,276.70",$76.57$215.50,"12,9191,727",80,93.51,-6.14,2023-03-05,True,New Amsterdam Theatre
Bad Cinderella,568164.86,"-$116,656.79",$65.34$297.00,"8,6951,398",7,88.85,-4.21,2023-03-05,False,Imperial Theatre
"A Beautiful Noise, The Neil Diamond Musical",801214.95,"-$82,518.43",$139.27$347.50,"5,7531,152",80,62.42,-9.66,2023-03-05,False,Broadhurst Theatre
The Book of Mormon,878061.45,"-$95,081.75",$109.17$0.00,"8,0431,066",80,94.31,-4.36,2023-03-05,False,Eugene O'Neill Theatre
Chicago,793852.15,"-$110,725.30",$98.85$237.00,"8,0311,080",80,92.95,-6.55,2023-03-05,True,Ambassador Theatre
Dancin',331756.5,$0.00,$95.63$297.00,"3,469989",4,87.69,0.0,2023-03-05,False,Music Box Theatre
A Doll's House,742696.0,"-$68,565.00",$105.51$299.00,"7,039946",8,93.01,-2.43,2023-03-05,False,Hudson Theatre
Funny Girl,1807392.37,"$873,664.62",$204.29$0.00,"8,8471,219",80,90.72,6.25,2023-03-05,True,August Wilson Theatre
Hadestown,671948.25,"-$129,034.50",$99.01$0.00,"6,787918",80,92.42,-7.77,2023-03-05,False,Walter Kerr Theatre
Hamilton,1633986.0,"-$310,503.00",$153.67$449.00,"10,6331,324",80,100.39,-0.78,2023-03-05,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1139398.2,"-$335,911.80",$106.58$299.00,"10,6911,622",80,82.39,-13.18,2023-03-05,False,Lyric Theatre
Kimberly Akimbo,473617.15,"-$70,129.25",$91.24$263.00,"5,191773",80,83.94,-11.01,2023-03-05,True,Booth Theatre
Leopoldstadt,545144.2,"-$84,544.80",$103.92$347.00,"5,2461,075",80,61.0,-7.69,2023-03-05,False,Longacre Theatre
The Lion King,1685590.0,"-$245,718.00",$129.36$199.00,"13,0301,696",80,96.03,-3.82,2023-03-05,True,Minskoff Theatre
MJ The Musical,1479491.5,"-$235,858.50",$142.81$250.00,"10,3601,387",80,93.37,-6.55,2023-03-05,False,Neil Simon Theatre
Moulin Rouge! The Musical,1300053.45,"-$145,628.50",$129.04$0.00,"10,0751,300",80,96.88,-3.31,2023-03-05,True,Al Hirschfeld Theatre
Parade,914510.33,"$327,504.33",$135.54$297.00,"6,7471,020",7,94.5,-5.94,2023-03-05,True,Bernard B. Jacobs Theatre
The Phantom of the Opera,2542427.0,"-$46,314.58",$196.42$497.00,"12,9441,605",80,100.81,-0.84,2023-03-05,True,Majestic Theatre
Pictures From Home,334103.0,"-$35,014.50",$80.01$297.00,"4,176807",80,64.68,0.48,2023-03-05,False,Studio 54
SIX: The Musical,936969.0,"-$166,132.00",$123.46$249.00,"7,5891,031",80,92.01,-6.04,2023-03-05,False,Lena Horne Theatre
Some Like It Hot,663634.6,"-$165,743.90",$91.50$257.00,"7,2531,448",80,62.61,-14.07,2023-03-05,True,Sam S. Shubert Theatre
Sweeney Todd,1526254.0,"$1,265,563.00",$169.81$399.00,"8,9881,498",6,100.0,0.0,2023-03-05,False,Lunt-Fontanne Theatre
Wicked,1388296.0,"-$393,285.00",$108.26$275.00,"12,8241,807",80,88.71,-9.29,2023-03-05,True,Gershwin Theatre
Aladdin,1186378.6,"$197,203.10",$89.80$215.50,"13,2121,727",80,95.63,2.12,2023-03-12,True,New Amsterdam Theatre
Bad Cinderella,592937.6,"$24,772.74",$68.44$297.00,"8,6631,398",7,88.52,-0.33,2023-03-12,False,Imperial Theatre
"A Beautiful Noise, The Neil Diamond Musical",843922.45,"$42,707.50",$136.42$347.50,"6,1861,152",80,67.12,4.7,2023-03-12,False,Broadhurst Theatre
The Book of Mormon,1006541.36,"$128,479.91",$118.79$0.00,"8,4731,066",80,99.36,5.05,2023-03-12,False,Eugene O'Neill Theatre
Camelot,486692.0,$0.00,$122.35$249.00,"3,9781,047",4,94.99,0.0,2023-03-12,False,Vivian Beaumont Theater
Chicago,913160.9,"$119,308.75",$105.35$237.00,"8,6681,080",80,100.32,7.37,2023-03-12,True,Ambassador Theatre
Dancin',415250.7,"$83,494.20",$85.32$297.00,"4,867989",6,82.02,-5.67,2023-03-12,False,Music Box Theatre
A Doll's House,728913.0,"-$13,783.00",$98.84$299.00,"7,375946",44,97.45,4.44,2023-03-12,False,Hudson Theatre
Funny Girl,1850558.5,"$43,166.13",$197.75$0.00,"9,3581,219",80,95.96,5.24,2023-03-12,True,August Wilson Theatre
Hadestown,799277.0,"$127,328.75",$109.55$0.00,"7,296918",80,99.35,6.93,2023-03-12,False,Walter Kerr Theatre
Hamilton,1915462.0,"$281,476.00",$178.32$449.00,"10,7421,324",80,101.42,1.03,2023-03-12,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1206165.4,"$66,767.20",$108.13$299.00,"11,1551,622",80,85.97,3.58,2023-03-12,False,Lyric Theatre
Kimberly Akimbo,483378.1,"$9,760.95",$89.95$263.00,"5,374773",80,86.9,2.96,2023-03-12,True,Booth Theatre
Leopoldstadt,565856.6,"$20,712.40",$95.92$347.00,"5,8991,075",80,68.59,7.59,2023-03-12,False,Longacre Theatre
Life of Pi,376362.05,$0.00,$77.00$277.00,"4,888990",5,98.75,0.0,2023-03-12,False,Gerald Schoenfeld Theatre
The Lion King,1637904.0,"-$47,686.00",$121.86$199.00,"13,4411,696",80,99.06,3.03,2023-03-12,True,Minskoff Theatre
